full_name	name	state	country	latitude	longitude	timezone
Mianyang, Sichuan, China	Mianyang	Sichuan	China	31.46784	104.68168	Asia/Shanghai
Isfahan, Iran	Isfahan	Isfahan	Iran	32.65246	51.67462	Asia/Tehran
Ludhiana, Punjab, India	Ludhiana	Punjab	India	30.91204	75.85379	Asia/Kolkata
Harare, Zimbabwe	Harare	Harare	Zimbabwe	-17.82772	31.05337	Africa/Harare
Monrovia, Montserrado County, Liberia	Monrovia	Montserrado County	Liberia	6.30054	-10.7969	Africa/Monrovia
Putian, Fujian, China	Putian	Fujian	China	25.43944	119.01028	Asia/Shanghai
Shangqiu, Henan, China	Shangqiu	Henan	China	34.45	115.65	Asia/Shanghai
Goiania, Goias, Brazil	Goiania	Goias	Brazil	-16.67861	-49.25389	America/Sao_Paulo
Kawasaki, Kanagawa, Japan	Kawasaki	Kanagawa	Japan	35.52056	139.71722	Asia/Tokyo
Kobe, Hyogo, Japan	Kobe	Hyogo	Japan	34.6913	135.183	Asia/Tokyo
Kaohsiung, Takao, Taiwan	Kaohsiung	Takao	Taiwan	22.61626	120.31333	Asia/Taipei
Stockholm, Sweden	Stockholm	Stockholm	Sweden	59.32938	18.06871	Europe/Stockholm
Ciudad Juarez, Chihuahua, Mexico	Ciudad Juarez	Chihuahua	Mexico	31.72024	-106.46084	America/Ciudad_Juarez
Khulna, Khulna Division, Bangladesh	Khulna	Khulna Division	Bangladesh	22.80979	89.56439	Asia/Dhaka
Caloocan City, Metro Manila, Philippines	Caloocan City	Metro Manila	Philippines	14.64953	120.96788	Asia/Manila
Belem, Para, Brazil	Belem	Para	Brazil	-1.45583	-48.50444	America/Belem
Yekaterinburg, Sverdlovsk Oblast, Russia	Yekaterinburg	Sverdlovsk Oblast	Russia	56.8519	60.6122	Asia/Yekaterinburg
Gwangju, South Korea	Gwangju	Gwangju	South Korea	35.15472	126.91556	Asia/Seoul
Porto Alegre, Rio Grande do Sul, Brazil	Porto Alegre	Rio Grande do Sul	Brazil	-30.03283	-51.23019	America/Sao_Paulo
Yinchuan, Ningxia, China	Yinchuan	Ningxia	China	38.46806	106.27306	Asia/Shanghai
Manhattan, New York, United States	Manhattan	New York	United States	40.78343	-73.96625	America/New_York
Taizhou, Zhejiang, China	Taizhou	Zhejiang	China	28.66266	121.43312	Asia/Shanghai
Asuncion, Paraguay	Asuncion	Asuncion	Paraguay	-25.28646	-57.647	America/Asuncion
Yiwu, Zhejiang, China	Yiwu	Zhejiang	China	29.31506	120.07676	Asia/Shanghai
Zapopan, Jalisco, Mexico	Zapopan	Jalisco	Mexico	20.72356	-103.38479	America/Mexico_City
Daejeon, South Korea	Daejeon	Daejeon	South Korea	36.34913	127.38493	Asia/Seoul
Quanzhou, Fujian, China	Quanzhou	Fujian	China	24.91389	118.58583	Asia/Shanghai
Madurai, Tamil Nadu, India	Madurai	Tamil Nadu	India	9.919	78.11953	Asia/Kolkata
Jinhua, Zhejiang, China	Jinhua	Zhejiang	China	29.10678	119.64421	Asia/Shanghai
Kyoto, Japan	Kyoto	Kyoto	Japan	35.02107	135.75385	Asia/Tokyo
Cixi, Zhejiang, China	Cixi	Zhejiang	China	30.1764	121.2457	Asia/Shanghai
Changde, Hunan, China	Changde	Hunan	China	29.03205	111.69844	Asia/Shanghai
Kuala Lumpur, Malaysia	Kuala Lumpur	Kuala Lumpur	Malaysia	3.1412	101.68653	Asia/Kuala_Lumpur
Kaifeng, Henan, China	Kaifeng	Henan	China	34.7986	114.30742	Asia/Shanghai
Anshan, Liaoning, China	Anshan	Liaoning	China	41.12361	122.99	Asia/Shanghai
Karaj, Alborz Province, Iran	Karaj	Alborz Province	Iran	35.83266	50.99155	Asia/Tehran
Kathmandu, Bagmati Province, Nepal	Kathmandu	Bagmati Province	Nepal	27.70169	85.3206	Asia/Kathmandu
Baoji, Shaanxi, China	Baoji	Shaanxi	China	34.36775	107.23705	Asia/Shanghai
Suqian, Jiangsu, China	Suqian	Jiangsu	China	33.94917	118.29583	Asia/Shanghai
Multan, Punjab, Pakistan	Multan	Punjab	Pakistan	30.19679	71.47824	Asia/Karachi
Liuzhou, Guangxi, China	Liuzhou	Guangxi	China	24.32405	109.40698	Asia/Shanghai
Tirunelveli, Tamil Nadu, India	Tirunelveli	Tamil Nadu	India	8.72742	77.6838	Asia/Kolkata
San Antonio, Texas, United States	San Antonio	Texas	United States	29.42412	-98.49363	America/Chicago
Kharkiv, Ukraine	Kharkiv	Kharkiv	Ukraine	49.98081	36.25272	Europe/Kyiv
Zhangjiagang, Jiangsu, China	Zhangjiagang	Jiangsu	China	31.865	120.53889	Asia/Shanghai
Agra, Uttar Pradesh, India	Agra	Uttar Pradesh	India	27.18333	78.01667	Asia/Kolkata
Tabriz, East Azerbaijan, Iran	Tabriz	East Azerbaijan	Iran	38.08	46.2919	Asia/Tehran
Makassar, South Sulawesi, Indonesia	Makassar	South Sulawesi	Indonesia	-5.14861	119.43194	Asia/Makassar
Jinjiang, Fujian, China	Jinjiang	Fujian	China	24.81978	118.57415	Asia/Shanghai
Bozhou, Anhui, China	Bozhou	Anhui	China	33.87722	115.77028	Asia/Shanghai
Qujing, Yunnan, China	Qujing	Yunnan	China	25.48333	103.78333	Asia/Shanghai
Zhanjiang, Guangdong, China	Zhanjiang	Guangdong	China	21.23391	110.38749	Asia/Shanghai
Fushun, Liaoning, China	Fushun	Liaoning	China	41.88669	123.94363	Asia/Shanghai
San Diego, California, United States	San Diego	California	United States	32.71571	-117.16472	America/Los_Angeles
Rajkot, Gujarat, India	Rajkot	Gujarat	India	22.29161	70.79322	Asia/Kolkata
Luoyang, Henan, China	Luoyang	Henan	China	34.68361	112.45361	Asia/Shanghai
Konya, Turkey	Konya	Konya	Turkey	37.87135	32.48464	Europe/Istanbul
Adelaide, South Australia, Australia	Adelaide	South Australia	Australia	-34.92866	138.59863000000001	Australia/Adelaide
Hyderabad, Sindh, Pakistan	Hyderabad	Sindh	Pakistan	25.39689	68.37718	Asia/Karachi
Guadalajara, Jalisco, Mexico	Guadalajara	Jalisco	Mexico	20.66682	-103.39182	America/Mexico_City
The Bronx, New York, United States	The Bronx	New York	United States	40.849850000000004	-73.86641	America/New_York
Gujranwala, Punjab, Pakistan	Gujranwala	Punjab	Pakistan	32.15567	74.18705	Asia/Karachi
Guankou, Hunan, China	Guankou	Hunan	China	28.15861	113.62709	Asia/Shanghai
Milan, Lombardy, Italy	Milan	Lombardy	Italy	45.46427	9.18951	Europe/Rome
South Tangerang, Banten, Indonesia	South Tangerang	Banten	Indonesia	-6.28862	106.71789	Asia/Jakarta
Najafgarh, Delhi, India	Najafgarh	Delhi	India	28.60922	76.97982	Asia/Kolkata
N'Djamena, Chad	N'Djamena	N'Djamena	Chad	12.10672	15.0444	Africa/Ndjamena
Handan, Hebei, China	Handan	Hebei	China	36.60999	114.48764	Asia/Shanghai
Kampala, Central Region, Uganda	Kampala	Central Region	Uganda	0.31628	32.58219	Africa/Kampala
Yichang, Hubei, China	Yichang	Hubei	China	30.71444	111.28472	Asia/Shanghai
Antananarivo, Analamanga, Madagascar	Antananarivo	Analamanga	Madagascar	-18.91368	47.53613	Indian/Antananarivo
Heze, Shandong, China	Heze	Shandong	China	35.23929	115.47358	Asia/Shanghai
Antalya, Turkey	Antalya	Antalya	Turkey	36.90812	30.69556	Europe/Istanbul
Abobo, Abidjan, Ivory Coast	Abobo	Abidjan	Ivory Coast	5.41613	-4.0159	Africa/Abidjan
Jamshedpur, Jharkhand, India	Jamshedpur	Jharkhand	India	22.80278	86.18545	Asia/Kolkata
Douala, Littoral, Cameroon	Douala	Littoral	Cameroon	4.04827	9.70428	Africa/Douala
Basrah, Basra, Iraq	Basrah	Basra	Iraq	30.50852	47.7804	Asia/Baghdad
Saitama, Japan	Saitama	Saitama	Japan	35.90807	139.65657	Asia/Tokyo
Gorakhpur, Haryana, India	Gorakhpur	Haryana	India	29.44768	75.67206	Asia/Kolkata
Niamey, Niger	Niamey	Niamey	Niger	13.51366	2.1098	Africa/Niamey
Liupanshui, Guizhou, China	Liupanshui	Guizhou	China	26.59444	104.83333	Asia/Shanghai
Cordoba, Argentina	Cordoba	Cordoba	Argentina	-31.4135	-64.18105	America/Argentina/Cordoba
Maoming, Guangdong, China	Maoming	Guangdong	China	21.66625	110.91364	Asia/Shanghai
Tripoli, Libya	Tripoli	Tripoli	Libya	32.88743	13.18733	Africa/Tripoli
Dallas, Texas, United States	Dallas	Texas	United States	32.78306	-96.80667	America/Chicago
Callao, Peru	Callao	Callao	Peru	-12.05659	-77.11814	America/Lima
Medina, Medina Region, Saudi Arabia	Medina	Medina Region	Saudi Arabia	24.46861	39.61417	Asia/Riyadh
Yaounde, Centre, Cameroon	Yaounde	Centre	Cameroon	3.86667	11.51667	Africa/Douala
Qinzhou, Guangxi, China	Qinzhou	Guangxi	China	21.98247	108.65061	Asia/Shanghai
Luohe, Henan, China	Luohe	Henan	China	33.56394	114.04272	Asia/Shanghai
Xiangyang, Hubei, China	Xiangyang	Hubei	China	32.0422	112.14479	Asia/Shanghai
Yangjiang, Guangdong, China	Yangjiang	Guangdong	China	21.85563	111.96272	Asia/Shanghai
Nashik, Maharashtra, India	Nashik	Maharashtra	India	19.99727	73.79096	Asia/Kolkata
Yixing, Jiangsu, China	Yixing	Jiangsu	China	31.36059	119.82016	Asia/Shanghai
Pimpri, Maharashtra, India	Pimpri	Maharashtra	India	18.62292	73.80696	Asia/Kolkata
Amman, Jordan	Amman	Amman	Jordan	31.95522	35.94503	Asia/Amman
Sharjah, United Arab Emirates	Sharjah	Sharjah	United Arab Emirates	25.33737	55.41206	Asia/Dubai
Budta, Autonomous Region in Muslim Mindanao, Philippines	Budta	Autonomous Region in Muslim Mindanao	Philippines	7.20417	124.43972	Asia/Manila
Belgrade, Central Serbia, Serbia	Belgrade	Central Serbia	Serbia	44.80401	20.46513	Europe/Belgrade
Montevideo, Montevideo Department, Uruguay	Montevideo	Montevideo Department	Uruguay	-34.90328	-56.18816	America/Montevideo
Lusaka, Lusaka Province, Zambia	Lusaka	Lusaka Province	Zambia	-15.40669	28.28713	Africa/Lusaka
Xuchang, Henan, China	Xuchang	Henan	China	34.03189	113.86299	Asia/Shanghai
Kalyan, Maharashtra, India	Kalyan	Maharashtra	India	19.2437	73.13554	Asia/Kolkata
Zigong, Sichuan, China	Zigong	Sichuan	China	29.34162	104.77689	Asia/Shanghai
Thane, Maharashtra, India	Thane	Maharashtra	India	19.19704	72.96355	Asia/Kolkata
Munich, Bavaria, Germany	Munich	Bavaria	Germany	48.13743	11.57549	Europe/Berlin
Nizhniy Novgorod, Nizhny Novgorod Oblast, Russia	Nizhniy Novgorod	Nizhny Novgorod Oblast	Russia	56.32867	44.00205	Europe/Moscow
Jepara, Central Java, Indonesia	Jepara	Central Java	Indonesia	-6.5924	110.671	Asia/Jakarta
Maputo, Maputo City, Mozambique	Maputo	Maputo City	Mozambique	-25.96553	32.58322	Africa/Maputo
Xuzhou, Jiangsu, China	Xuzhou	Jiangsu	China	34.20442	117.28386	Asia/Shanghai
Dammam, Eastern Province, Saudi Arabia	Dammam	Eastern Province	Saudi Arabia	26.43442	50.10326	Asia/Riyadh
Ra's Bayrut, Beyrouth, Lebanon	Ra's Bayrut	Beyrouth	Lebanon	33.9	35.48333	Asia/Beirut
Neijiang, Sichuan, China	Neijiang	Sichuan	China	29.58354	105.06216	Asia/Shanghai
Shiraz, Fars, Iran	Shiraz	Fars	Iran	29.61031	52.53113	Asia/Tehran
Yiyang, Hunan, China	Yiyang	Hunan	China	28.58917	112.32833	Asia/Shanghai
Kananga, Kasai-Central, Democratic Republic of the Congo	Kananga	Kasai-Central	Democratic Republic of the Congo	-5.89624	22.41659	Africa/Lubumbashi
Kazan, Tatarstan Republic, Russia	Kazan	Tatarstan Republic	Russia	55.78874	49.12214	Europe/Moscow
Suwon, Gyeonggi-do, South Korea	Suwon	Gyeonggi-do	South Korea	37.29111	127.00889	Asia/Seoul
Jining, Shandong, China	Jining	Shandong	China	35.405	116.58139	Asia/Shanghai
Barquisimeto, Lara, Venezuela	Barquisimeto	Lara	Venezuela	10.0647	-69.35703	America/Caracas
Shubra al Khaymah, Qalyubia, Egypt	Shubra al Khaymah	Qalyubia	Egypt	30.12511	31.25053	Africa/Cairo
Port-au-Prince, Ouest, Haiti	Port-au-Prince	Ouest	Haiti	18.54349	-72.33881	America/Port-au-Prince
Xinyang, Henan, China	Xinyang	Henan	China	32.12278	114.06556	Asia/Shanghai
Liaocheng, Shandong, China	Liaocheng	Shandong	China	36.45064	116.00247	Asia/Shanghai
Jinzhong, Shanxi, China	Jinzhong	Shanxi	China	37.68403	112.75471	Asia/Shanghai
Meerut, Uttar Pradesh, India	Meerut	Uttar Pradesh	India	28.98002	77.70636	Asia/Kolkata
Nowrangapur, Odisha, India	Nowrangapur	Odisha	India	19.23114	82.54826	Asia/Kolkata
Faridabad, Haryana, India	Faridabad	Haryana	India	28.41124	77.31316	Asia/Kolkata
Peshawar, Khyber Pakhtunkhwa, Pakistan	Peshawar	Khyber Pakhtunkhwa	Pakistan	34.008	71.57849	Asia/Karachi
Karbala, Muhafazat Karbala', Iraq	Karbala	Muhafazat Karbala'	Iraq	32.61603	44.02488	Asia/Baghdad
Changzhi, Shanxi, China	Changzhi	Shanxi	China	36.18389	113.10528	Asia/Shanghai
Tianshui, Gansu, China	Tianshui	Gansu	China	34.57952	105.74238	Asia/Shanghai
Mombasa, Mombasa County, Kenya	Mombasa	Mombasa County	Kenya	-4.05466	39.66359	Africa/Nairobi
Mandalay, Mandalay Region, Myanmar	Mandalay	Mandalay Region	Myanmar	21.97473	96.08359	Asia/Yangon
Barranquilla, Atlantico, Colombia	Barranquilla	Atlantico	Colombia	10.96854	-74.78132	America/Bogota
Kayseri, Turkey	Kayseri	Kayseri	Turkey	38.73222	35.48528	Europe/Istanbul
Chelyabinsk, Russia	Chelyabinsk	Chelyabinsk	Russia	55.15402	61.42915	Asia/Yekaterinburg
Merida, Yucatan, Mexico	Merida	Yucatan	Mexico	20.97537	-89.61696	America/Merida
Bulawayo, Zimbabwe	Bulawayo	Bulawayo	Zimbabwe	-20.15	28.58333	Africa/Harare
Santiago de los Caballeros, Santiago Province, Dominican Republic	Santiago de los Caballeros	Santiago Province	Dominican Republic	19.4517	-70.69703	America/Santo_Domingo
Shymkent, Kazakhstan	Shymkent	Shymkent	Kazakhstan	42.3	69.6	Asia/Almaty
Omdurman, Khartoum, Sudan	Omdurman	Khartoum	Sudan	15.64453	32.47773	Africa/Khartoum
Hiroshima, Japan	Hiroshima	Hiroshima	Japan	34.4	132.45	Asia/Tokyo
Weinan, Shaanxi, China	Weinan	Shaanxi	China	34.50355	109.50891	Asia/Shanghai
Ghaziabad, Uttar Pradesh, India	Ghaziabad	Uttar Pradesh	India	28.66535	77.43915	Asia/Kolkata
Matola, Maputo Province, Mozambique	Matola	Maputo Province	Mozambique	-25.96222	32.45889	Africa/Maputo
Dhanbad, Jharkhand, India	Dhanbad	Jharkhand	India	23.79759	86.42992	Asia/Kolkata
Hong Kong Island, NA, Hong Kong	Hong Kong Island	NA	Hong Kong	22.26302	114.18419	Asia/Hong_Kong
Dombivli, Maharashtra, India	Dombivli	Maharashtra	India	19.21667	73.08333	Asia/Kolkata
Fes, Fes-Meknes, Morocco	Fes	Fes-Meknes	Morocco	34.03313	-5.00028	Africa/Casablanca
Gustavo Adolfo Madero, Mexico City, Mexico	Gustavo Adolfo Madero	Mexico City	Mexico	19.49392	-99.11075	America/Mexico_City
Nouakchott, NA, Mauritania	Nouakchott	NA	Mauritania	18.08581	-15.9785	Africa/Nouakchott
Kisangani, Tshopo, Democratic Republic of the Congo	Kisangani	Tshopo	Democratic Republic of the Congo	0.51528	25.19099	Africa/Lubumbashi
Jiaxing, Zhejiang, China	Jiaxing	Zhejiang	China	30.7522	120.75	Asia/Shanghai
Omsk, Omsk Oblast, Russia	Omsk	Omsk Oblast	Russia	54.99244	73.36859	Asia/Omsk
Guarulhos, Sao Paulo, Brazil	Guarulhos	Sao Paulo	Brazil	-23.46278	-46.53333	America/Sao_Paulo
Bandar Lampung, Lampung, Indonesia	Bandar Lampung	Lampung	Indonesia	-5.42917	105.26111	Asia/Jakarta
Prague, Czechia	Prague	Prague	Czechia	50.08804	14.42076	Europe/Prague
Varanasi, Uttar Pradesh, India	Varanasi	Uttar Pradesh	India	25.31668	83.01041	Asia/Kolkata
Batam, Riau, Indonesia	Batam	Riau	Indonesia	1.14937	104.02491	Asia/Jakarta
Jiujiang, Jiangxi, China	Jiujiang	Jiangxi	China	29.70475	116.00206	Asia/Shanghai
Samara, Samara Oblast, Russia	Samara	Samara Oblast	Russia	53.20007	50.15	Europe/Samara
Aba, Abia State, Nigeria	Aba	Abia State	Nigeria	5.10658	7.36667	Africa/Lagos
Copenhagen, Capital Region, Denmark	Copenhagen	Capital Region	Denmark	55.67594	12.56553	Europe/Copenhagen
Sofia, Sofia-Capital, Bulgaria	Sofia	Sofia-Capital	Bulgaria	42.69751	23.32415	Europe/Sofia
Anyang, Henan, China	Anyang	Henan	China	36.096	114.38278	Asia/Shanghai
Birmingham, England, United Kingdom	Birmingham	England	United Kingdom	52.48142	-1.89983	Europe/London
Bijie, Guizhou, China	Bijie	Guizhou	China	27.30193	105.28627	Asia/Shanghai
Monterrey, Nuevo Leon, Mexico	Monterrey	Nuevo Leon	Mexico	25.67507	-100.31847	America/Monterrey
Kigali, Rwanda	Kigali	Kigali	Rwanda	-1.94995	30.05885	Africa/Kigali
Rostov-na-Donu, Rostov, Russia	Rostov-na-Donu	Rostov	Russia	47.23135	39.72328	Europe/Moscow
Zhuzhou, Hunan, China	Zhuzhou	Hunan	China	27.83333	113.15	Asia/Shanghai
Malingao, Soccsksargen, Philippines	Malingao	Soccsksargen	Philippines	7.16083	124.475	Asia/Manila
Ufa, Bashkortostan Republic, Russia	Ufa	Bashkortostan Republic	Russia	54.74306	55.96779	Asia/Yekaterinburg
Ranchi, Jharkhand, India	Ranchi	Jharkhand	India	23.34316	85.3094	Asia/Kolkata
Baku, Baki, Azerbaijan	Baku	Baki	Azerbaijan	40.37767	49.89201	Asia/Baku
Shangrao, Jiangxi, China	Shangrao	Jiangxi	China	28.45179	117.94287	Asia/Shanghai
Lilongwe, Central Region, Malawi	Lilongwe	Central Region	Malawi	-13.96692	33.78725	Africa/Blantyre
Huaibei, Anhui, China	Huaibei	Anhui	China	33.97444	116.79167	Asia/Shanghai
Maiduguri, Borno State, Nigeria	Maiduguri	Borno State	Nigeria	11.84692	13.15712	Africa/Lagos
Meishan, Sichuan, China	Meishan	Sichuan	China	30.04392	103.83696	Asia/Shanghai
Ciudad Nezahualcoyotl, Mexico	Ciudad Nezahualcoyotl	Mexico	Mexico	19.40061	-99.01483	America/Mexico_City
Mwanza, Tanzania	Mwanza	Mwanza	Tanzania	-2.51667	32.9	Africa/Dar_es_Salaam
Bogor, West Java, Indonesia	Bogor	West Java	Indonesia	-6.59444	106.78917	Asia/Jakarta
Sendai, Miyagi, Japan	Sendai	Miyagi	Japan	38.26667	140.86667	Asia/Tokyo
Yerevan, Armenia	Yerevan	Yerevan	Armenia	40.18111	44.51361	Asia/Yerevan
Amritsar, Punjab, India	Amritsar	Punjab	India	31.62234	74.87534	Asia/Kolkata
Krasnoyarsk, Krasnoyarsk Krai, Russia	Krasnoyarsk	Krasnoyarsk Krai	Russia	56.01839	92.86717	Asia/Krasnoyarsk
Fuzhou, Jiangxi, China	Fuzhou	Jiangxi	China	27.95999	116.33333	Asia/Shanghai
Guigang, Guangxi, China	Guigang	Guangxi	China	23.11603	109.59472	Asia/Shanghai
Pekanbaru, Riau, Indonesia	Pekanbaru	Riau	Indonesia	0.51667	101.44167	Asia/Jakarta
Ilorin, Kwara State, Nigeria	Ilorin	Kwara State	Nigeria	8.49664	4.54214	Africa/Lagos
Hengyang, Hunan, China	Hengyang	Hunan	China	26.88946	112.61888	Asia/Shanghai
Prayagraj, Uttar Pradesh, India	Prayagraj	Uttar Pradesh	India	25.44478	81.84322	Asia/Kolkata
Goyang-si, Gyeonggi-do, South Korea	Goyang-si	Gyeonggi-do	South Korea	37.65639	126.835	Asia/Seoul
Visakhapatnam, Andhra Pradesh, India	Visakhapatnam	Andhra Pradesh	India	17.68009	83.20161	Asia/Kolkata
Yulin, Guangxi, China	Yulin	Guangxi	China	22.6305	110.14686	Asia/Shanghai
Jingzhou, Hubei, China	Jingzhou	Hubei	China	30.35028	112.19028	Asia/Shanghai
Port Elizabeth, Eastern Cape, South Africa	Port Elizabeth	Eastern Cape	South Africa	-33.96109	25.61494	Africa/Johannesburg
Tbilisi, Georgia	Tbilisi	Tbilisi	Georgia	41.69411	44.83368	Asia/Tbilisi
Voronezh, Voronezh Oblast, Russia	Voronezh	Voronezh Oblast	Russia	51.67204	39.1843	Europe/Moscow
Xinxiang, Henan, China	Xinxiang	Henan	China	35.19033	113.80151	Asia/Shanghai
Yichun, Jiangxi, China	Yichun	Jiangxi	China	27.83333	114.4	Asia/Shanghai
Taichung, Taiwan	Taichung	Taiwan	Taiwan	24.1469	120.6839	Asia/Taipei
Sokoto, Nigeria	Sokoto	Sokoto	Nigeria	13.06269	5.24322	Africa/Lagos
Jos, Plateau State, Nigeria	Jos	Plateau State	Nigeria	9.92849	8.89212	Africa/Lagos
Tangier, Tanger-Tetouan-Al Hoceima, Morocco	Tangier	Tanger-Tetouan-Al Hoceima	Morocco	35.76727	-5.79975	Africa/Casablanca
Teni, Tamil Nadu, India	Teni	Tamil Nadu	India	10.01115	77.47772	Asia/Kolkata
Xianyang, Shaanxi, China	Xianyang	Shaanxi	China	34.33778	108.70261	Asia/Shanghai
Mexicali, Baja California, Mexico	Mexicali	Baja California	Mexico	32.62781	-115.45446	America/Tijuana
Pointe-Noire, Republic of the Congo	Pointe-Noire	Pointe-Noire	Republic of the Congo	-4.77609	11.86352	Africa/Brazzaville
Seongnam-si, Gyeonggi-do, South Korea	Seongnam-si	Gyeonggi-do	South Korea	37.43861	127.13778	Asia/Seoul
Maceio, Alagoas, Brazil	Maceio	Alagoas	Brazil	-9.66583	-35.73528	America/Maceio
Campinas, Sao Paulo, Brazil	Campinas	Sao Paulo	Brazil	-22.90556	-47.06083	America/Sao_Paulo
Sanya, Hainan, China	Sanya	Hainan	China	18.25435	109.50947	Asia/Shanghai
Rangpur, Rangpur Division, Bangladesh	Rangpur	Rangpur Division	Bangladesh	25.74664	89.25166	Asia/Dhaka
Kirkuk, Iraq	Kirkuk	Kirkuk	Iraq	35.46806	44.39222	Asia/Baghdad
Jabalpur, Madhya Pradesh, India	Jabalpur	Madhya Pradesh	India	23.16697	79.95006	Asia/Kolkata
Comilla, Chittagong, Bangladesh	Comilla	Chittagong	Bangladesh	23.46186	91.18503	Asia/Dhaka
Shaoguan, Guangdong, China	Shaoguan	Guangdong	China	24.8	113.58333	Asia/Shanghai
Haora, West Bengal, India	Haora	West Bengal	India	22.57688	88.31857	Asia/Kolkata
San Jose, California, United States	San Jose	California	United States	37.33939	-121.89496	America/Los_Angeles
Changwon, Gyeongsangnam-do, South Korea	Changwon	Gyeongsangnam-do	South Korea	35.22806	128.68111	Asia/Seoul
Longyan, Fujian, China	Longyan	Fujian	China	25.07485	117.01775	Asia/Shanghai
Dublin, Leinster, Ireland	Dublin	Leinster	Ireland	53.33306	-6.24889	Europe/Dublin
Tiruchirappalli, Tamil Nadu, India	Tiruchirappalli	Tamil Nadu	India	10.8155	78.69651	Asia/Kolkata
Yongzhou, Hunan, China	Yongzhou	Hunan	China	26.42389	111.61306	Asia/Shanghai
Calgary, Alberta, Canada	Calgary	Alberta	Canada	51.05011	-114.08529	America/Edmonton
Brussels, Brussels Capital, Belgium	Brussels	Brussels Capital	Belgium	50.85045	4.34878	Europe/Brussels
Sambhaji Nagar, Maharashtra, India	Sambhaji Nagar	Maharashtra	India	19.87757	75.34226	Asia/Kolkata
Huzhou, Zhejiang, China	Huzhou	Zhejiang	China	30.8703	120.0933	Asia/Shanghai
Odesa, Odessa, Ukraine	Odesa	Odessa	Ukraine	46.48572	30.74383	Europe/Kyiv
Volgograd, Volgograd Oblast, Russia	Volgograd	Volgograd Oblast	Russia	48.71939	44.50183	Europe/Volgograd
Edmonton, Alberta, Canada	Edmonton	Alberta	Canada	53.55014	-113.46871	America/Edmonton
Wuwei, Gansu, China	Wuwei	Gansu	China	37.92672	102.63202	Asia/Shanghai
Namangan, Uzbekistan	Namangan	Namangan	Uzbekistan	40.9983	71.67257	Asia/Tashkent
Arequipa, Peru	Arequipa	Arequipa	Peru	-16.39889	-71.535	America/Lima
Hanzhong, Shaanxi, China	Hanzhong	Shaanxi	China	33.07507	107.02214	Asia/Shanghai
Hezhou, Guangxi, China	Hezhou	Guangxi	China	24.40357	111.56675	Asia/Shanghai
Zhu Cheng City, Shandong, China	Zhu Cheng City	Shandong	China	35.99502	119.40259	Asia/Shanghai
Shivaji Nagar, Maharashtra, India	Shivaji Nagar	Maharashtra	India	18.53017	73.85263	Asia/Kolkata
Dongying, Shandong, China	Dongying	Shandong	China	37.46271	118.49165	Asia/Shanghai
Luzhou, Sichuan, China	Luzhou	Sichuan	China	28.8903	105.42575	Asia/Shanghai
Sholapur, Maharashtra, India	Sholapur	Maharashtra	India	17.67152	75.91044	Asia/Kolkata
Marrakesh, Marrakesh-Safi, Morocco	Marrakesh	Marrakesh-Safi	Morocco	31.63416	-7.99994	Africa/Casablanca
Guatemala City, Guatemala	Guatemala City	Guatemala	Guatemala	14.64072	-90.51327	America/Guatemala
Meizhou, Guangdong, China	Meizhou	Guangdong	China	24.28859	116.11767999999999	Asia/Shanghai
Yueyang, Hunan, China	Yueyang	Hunan	China	29.37455	113.09481	Asia/Shanghai
Laiwu, Shandong, China	Laiwu	Shandong	China	36.19278	117.65694	Asia/Shanghai
Da Nang, Vietnam	Da Nang	Da Nang	Vietnam	16.06778	108.22083	Asia/Ho_Chi_Minh
Benxi, Liaoning, China	Benxi	Liaoning	China	41.28861	123.765	Asia/Shanghai
Perm, Perm Krai, Russia	Perm	Perm Krai	Russia	58.01046	56.25017	Asia/Yekaterinburg
Zaria, Kaduna State, Nigeria	Zaria	Kaduna State	Nigeria	11.11128	7.7227	Africa/Lagos
